N,TotEdge,A,G,AVGE,t_mean,t_sd,edge_mean,edge_sd
6,35,0,0,0.1,228.5,205.76807332528534,35,0
6,35,0,0,0.3,228.5,205.76807332528534,35,0
6,35,0,0,0.5,228.5,205.76807332528534,35,0
6,35,0,0,0.7,228.5,205.76807332528534,35,0
6,35,0,0,1,228.5,205.76807332528534,35,0
6,35,0,0.3,0.1,228.5,205.76807332528534,35,0
6,35,0,0.3,0.3,228.5,205.76807332528534,35,0
6,35,0,0.3,0.5,228.5,205.76807332528534,35,0
6,35,0,0.3,0.7,228.5,205.76807332528534,35,0
6,35,0,0.3,1,228.5,205.76807332528534,35,0
6,35,0,0.5,0.1,228.5,205.76807332528534,35,0
6,35,0,0.5,0.3,228.5,205.76807332528534,35,0
6,35,0,0.5,0.5,228.5,205.76807332528534,35,0
6,35,0,0.5,0.7,228.5,205.76807332528534,35,0
6,35,0,0.5,1,228.5,205.76807332528534,35,0
6,35,0,0.7,0.1,228.5,205.76807332528534,35,0
6,35,0,0.7,0.3,228.5,205.76807332528534,35,0
6,35,0,0.7,0.5,228.5,205.76807332528534,35,0
6,35,0,0.7,0.7,228.5,205.76807332528534,35,0
6,35,0,0.7,1,228.5,205.76807332528534,35,0
6,35,0,1,0.1,228.5,205.76807332528534,35,0
6,35,0,1,0.3,228.5,205.76807332528534,35,0
6,35,0,1,0.5,228.5,205.76807332528534,35,0
6,35,0,1,0.7,228.5,205.76807332528534,35,0
6,35,0,1,1,228.5,205.76807332528534,35,0
6,35,0.3,0,0.1,204,26.870057685088806,35,0
6,35,0.3,0,0.3,153.5,17.67766952966369,35,0
6,35,0.3,0,0.5,335,178.19090885900997,35,0
6,35,0.3,0,0.7,339.5,231.22391744800103,35,0
6,35,0.3,0,1,228.5,205.76807332528534,35,0
6,35,0.3,0.3,0.1,293,16.97056274847714,35,0
6,35,0.3,0.3,0.3,151,14.142135623730951,35,0
6,35,0.3,0.3,0.5,303.5,116.67261889578035,35,0
6,35,0.3,0.3,0.7,311,135.7645019878171,35,0
6,35,0.3,0.3,1,228.5,205.76807332528534,35,0
6,35,0.3,0.5,0.1,419,161.22034611053283,35,0
6,35,0.3,0.5,0.3,151,14.142135623730951,35,0
6,35,0.3,0.5,0.5,269,41.012193308819754,35,0
6,35,0.3,0.5,0.7,437,2.8284271247461903,35,0
6,35,0.3,0.5,1,228.5,205.76807332528534,35,0
6,35,0.3,0.7,0.1,375.5,99.7020561473032,35,0
6,35,0.3,0.7,0.3,151,14.142135623730951,35,0
6,35,0.3,0.7,0.5,269,41.012193308819754,35,0
