N,TotEdge,A,G,AVGE,t_mean,t_sd,edge_mean,edge_sd
6,110,0,0,0.1,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0,0.3,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0,0.5,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0,0.7,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0,1,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.3,0.1,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.3,0.3,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.3,0.5,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.3,0.7,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.3,1,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.5,0.1,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.5,0.3,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.5,0.5,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.5,0.7,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.5,1,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.7,0.1,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.7,0.3,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.7,0.5,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.7,0.7,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,0.7,1,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,1,0.1,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,1,0.3,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,1,0.5,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,1,0.7,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0,1,1,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0.3,0,0.1,35.9,19.40943883242052,59.55,14.865980237476863
6,110,0.3,0,0.3,33.65,11.988042287827351,62.75,9.988809528140662
6,110,0.3,0,0.5,28.05,5.799047108656822,58.4,8.413022487098264
6,110,0.3,0,0.7,32.45,14.558321910237638,62.45,15.929036710558357
6,110,0.3,0,1,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0.3,0.3,0.1,35.9,19.40943883242052,59.55,14.865980237476863
6,110,0.3,0.3,0.3,33.4,11.992980403026115,62.7,10.068711306240786
6,110,0.3,0.3,0.5,28.05,5.799047108656822,58.4,8.413022487098264
6,110,0.3,0.3,0.7,33,15.583391969117567,62.25,15.275970121661496
6,110,0.3,0.3,1,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0.3,0.5,0.1,35.9,19.40943883242052,59.55,14.865980237476863
6,110,0.3,0.5,0.3,33.4,11.992980403026115,62.7,10.068711306240786
6,110,0.3,0.5,0.5,28.05,5.799047108656822,58.4,8.413022487098264
6,110,0.3,0.5,0.7,33.6,17.51811092915888,62.45,15.706100055308715
6,110,0.3,0.5,1,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0.3,0.7,0.1,35.9,19.40943883242052,59.55,14.865980237476863
6,110,0.3,0.7,0.3,33.4,11.992980403026115,62.7,10.068711306240786
6,110,0.3,0.7,0.5,28.05,5.799047108656822,58.4,8.413022487098264
6,110,0.3,0.7,0.7,33,15.583391969117567,62.25,15.275970121661496
6,110,0.3,0.7,1,34.2,23.159856376247696,64.3,14.51351457308525
6,110,0.3,1,0.1,35.9,19.40943883242052,59.55,14.865980237476863
6,110,0.3,1,0.3,33.4,11.992980403026115,62.7,10.068711306240786
6,110,0.3,1,0.5,28.05,5.799047108656822,58.4,8.413022487098264
6,110,0.3,1,0.7,33.25,16.679249636031372,62.4,15.642048593791234
