N,TotEdge,t_mean_overall,t_sd_overall,edge_mean_overall,edge_sd_overall
6,110,20.2136,6.737813762172229,72.5696,15.753641697420068
8,210,21.5052,6.73891223679713,156.8296,28.480383015800378
10,342,21.2716,5.1912053402995015,267.2856,34.9686195664306
12,506,21.9948,5.090966522778796,407.8236,57.859626490248246
14,702,22.2368,5.043540490595085,579.1076,70.63888421418625
16,930,21.8888,4.973522788886428,765.1704,106.02928202764988
