N,TotEdge,t_mean_overall,t_sd_overall,edge_mean_overall,edge_sd_overall
6,110,20.0644,7.830554237847328,72.534,16.46906603467306
8,210,20.648,5.3817916600876545,155.5288,27.662408682210604
10,342,22.0716,6.284956142208456,271.8552,38.42045139498178
12,506,21.7216,4.721293221552073,407.2492,57.715033651586495
14,702,21.9012,4.642247165274314,579.2348,65.26144414121218
16,930,21.742,4.934001798692396,763.6068,108.78489718385599
