N,TotEdge,A,G,AVGE,t_mean,t_sd,edge_mean,edge_sd
8,210,0.7,1,0.5,34.7,9.015191856556704,120.3,17.832849640923616
8,210,0.7,1,0.7,27.9,6.496152707564686,114.45,14.66278856224329
8,210,0.7,1,1,29.9,11.616231837616843,120.4,23.526916276335157
8,210,1,0,0.1,34.75,11.73333084130755,123.6,23.272753438980505
8,210,1,0,0.3,31.8,8.127924574867611,120.25,17.9527889638058
8,210,1,0,0.5,32.65,9.404786015641186,120.25,19.742753500701813
8,210,1,0,0.7,32.35,9.004531023177632,121.85,20.80049341520026
8,210,1,0,1,29.9,11.616231837616843,120.4,23.526916276335157
8,210,1,0.3,0.1,34.3,10.814707334775274,123.15,22.373092391484345
8,210,1,0.3,0.3,32.7,9.878738466231937,121.45,20.31715634889054
8,210,1,0.3,0.5,32.65,9.404786015641186,120.15,19.669037918301417
8,210,1,0.3,0.7,33.7,12.666158807916803,123.35,24.055363774339177
8,210,1,0.3,1,29.9,11.616231837616843,120.4,23.526916276335157
8,210,1,0.5,0.1,34.3,10.814707334775274,123.15,22.373092391484345
8,210,1,0.5,0.3,32.7,9.878738466231937,121.45,20.31715634889054
8,210,1,0.5,0.5,32.65,9.404786015641186,120.15,19.669037918301417
8,210,1,0.5,0.7,33.7,12.666158807916803,123.35,24.055363774339177
8,210,1,0.5,1,29.9,11.616231837616843,120.4,23.526916276335157
8,210,1,0.7,0.1,34.3,10.814707334775274,123.15,22.373092391484345
8,210,1,0.7,0.3,32.7,9.878738466231937,121.45,20.31715634889054
8,210,1,0.7,0.5,32.65,9.404786015641186,120.15,19.669037918301417
8,210,1,0.7,0.7,33.7,12.666158807916803,123.35,24.055363774339177
8,210,1,0.7,1,29.9,11.616231837616843,120.4,23.526916276335157
8,210,1,1,0.1,34.3,10.814707334775274,123.15,22.373092391484345
