N,TotEdge,t_mean_overall,t_sd_overall,edge_mean_overall,edge_sd_overall
6,110,32.506,15.522085493103758,61.9988,12.553861491004835
8,210,32.1796,12.031177977962713,119.0096,20.80915943248344
10,342,33.6788,11.897775144175172,197.7716,33.345215470857575
12,506,35.5644,11.719316942375027,300.9616,46.63360593736118
14,702,35.4624,9.57833409490468,420.14,61.636138794072565
16,930,36.9848,9.384870765210989,567.9924,77.30395269765364
