N,TotEdge,A,G,E,t_mean,t_sd,edge_mean,edge_sd
16,930,1,0.3,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,1,0.5,0.1,63.5,23.794072680750602,495.95,65.32709198616162
16,930,1,0.5,0.3,61.55,18.557095394314388,513.95,52.95526910814248
16,930,1,0.5,0.5,58.2,17.975421816293608,518.9,47.81202227143515
16,930,1,0.5,0.7,54.35,11.122641677890051,521.1,46.5989609100325
16,930,1,0.5,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,1,0.7,0.1,67.1,27.54116536157619,502.35,72.23301111498013
16,930,1,0.7,0.3,63.75,26.33163996331969,517.1,58.315746722386
16,930,1,0.7,0.5,54.05,12.454020699314233,507,47.305279554022405
16,930,1,0.7,0.7,60.05,17.94281853115907,535.65,59.957243537637545
16,930,1,0.7,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,1,1,0.1,67.85,23.78251237226299,509.8,57.41593397032056
16,930,1,1,0.3,55.8,17.307132694506713,495.75,58.992305475063084
16,930,1,1,0.5,55.65,14.758672740210468,510.5,56.35554425627573
16,930,1,1,0.7,52.05,10.654749373426215,511.4,47.06814768307533
16,930,1,1,1,62.3,17.88589564874778,567.05,59.14698461860659
